X	Y	Covariance			Kernel
0	0	0.000000000000e+00	0.000000000000e+00
0	1	0.000000000000e+00	0.000000000000e+00
0	2	0.000000000000e+00	0.000000000000e+00
0	3	0.000000000000e+00	0.000000000000e+00
0	4	0.000000000000e+00	0.000000000000e+00
0	5	0.000000000000e+00	0.000000000000e+00
0	6	0.000000000000e+00	0.000000000000e+00
0	7	0.000000000000e+00	0.000000000000e+00
0	8	0.000000000000e+00	0.000000000000e+00
0	9	0.000000000000e+00	0.000000000000e+00
0	10	0.000000000000e+00	0.000000000000e+00
0	11	0.000000000000e+00	0.000000000000e+00
0	12	0.000000000000e+00	0.000000000000e+00
0	13	0.000000000000e+00	0.000000000000e+00
0	14	0.000000000000e+00	0.000000000000e+00
0	15	0.000000000000e+00	0.000000000000e+00
0	16	0.000000000000e+00	0.000000000000e+00
0	17	0.000000000000e+00	0.000000000000e+00
0	18	0.000000000000e+00	0.000000000000e+00
0	19	0.000000000000e+00	0.000000000000e+00
0	20	0.000000000000e+00	0.000000000000e+00
1	0	0.000000000000e+00	0.000000000000e+00
1	1	0.000000000000e+00	6.644274998911e-11
1	2	0.000000000000e+00	1.357454953189e-10
1	3	0.000000000000e+00	2.094175785538e-10
1	4	0.000000000000e+00	2.856815694436e-10
1	5	0.000000000000e+00	3.568268892681e-10
1	6	0.000000000000e+00	4.073907412699e-10
1	7	0.000000000000e+00	4.184524090675e-10
1	8	0.000000000000e+00	3.854763296224e-10
1	9	0.000000000000e+00	3.359194100678e-10
1	10	0.000000000000e+00	3.126506845191e-10
1	11	0.000000000000e+00	3.359194100678e-10
1	12	0.000000000000e+00	3.854763296224e-10
1	13	0.000000000000e+00	4.184524090675e-10
1	14	0.000000000000e+00	4.073907412699e-10
1	15	0.000000000000e+00	3.568268892681e-10
1	16	0.000000000000e+00	2.856815694436e-10
1	17	0.000000000000e+00	2.094175785538e-10
1	18	0.000000000000e+00	1.357454953189e-10
1	19	0.000000000000e+00	6.644274998909e-11
1	20	0.000000000000e+00	0.000000000000e+00
2	0	0.000000000000e+00	0.000000000000e+00
2	1	0.000000000000e+00	1.300255046375e-10
2	2	0.000000000000e+00	2.671216527328e-10
2	3	0.000000000000e+00	4.162432494527e-10
2	4	0.000000000000e+00	5.764818099525e-10
2	5	0.000000000000e+00	7.342352463590e-10
2	6	0.000000000000e+00	8.542836667439e-10
2	7	0.000000000000e+00	8.809425653779e-10
2	8	0.000000000000e+00	7.875334993544e-10
2	9	0.000000000000e+00	6.455506261297e-10
2	10	0.000000000000e+00	5.787639179408e-10
2	11	0.000000000000e+00	6.455506261297e-10
2	12	0.000000000000e+00	7.875334993544e-10
2	13	0.000000000000e+00	8.809425653779e-10
2	14	0.000000000000e+00	8.542836667439e-10
2	15	0.000000000000e+00	7.342352463590e-10
2	16	0.000000000000e+00	5.764818099525e-10
2	17	0.000000000000e+00	4.162432494527e-10
2	18	0.000000000000e+00	2.671216527328e-10
2	19	0.000000000000e+00	1.300255046375e-10
2	20	0.000000000000e+00	0.000000000000e+00
3	0	0.000000000000e+00	0.000000000000e+00
3	1	0.000000000000e+00	1.865376158280e-10
3	2	0.000000000000e+00	3.864723615221e-10
3	3	0.000000000000e+00	6.119519565717e-10
3	4	0.000000000000e+00	8.697671745546e-10
3	5	0.000000000000e+00	1.149348619471e-09
3	6	0.000000000000e+00	1.394566113969e-09
3	7	0.000000000000e+00	1.463500686346e-09
3	8	0.000000000000e+00	1.238164476288e-09
3	9	0.000000000000e+00	8.799856771559e-10
3	10	0.000000000000e+00	7.113037349846e-10
3	11	0.000000000000e+00	8.799856771559e-10
3	12	0.000000000000e+00	1.238164476288e-09
3	13	0.000000000000e+00	1.463500686346e-09
3	14	0.000000000000e+00	1.394566113969e-09
3	15	0.000000000000e+00	1.149348619471e-09
3	16	0.000000000000e+00	8.697671745546e-10
3	17	0.000000000000e+00	6.119519565717e-10
3	18	0.000000000000e+00	3.864723615221e-10
3	19	0.000000000000e+00	1.865376158280e-10
3	20	0.000000000000e+00	0.000000000000e+00
4	0	0.000000000000e+00	0.000000000000e+00
4	1	0.000000000000e+00	2.296525971524e-10
4	2	0.000000000000e+00	4.802782209560e-10
4	3	0.000000000000e+00	7.753250407573e-10
4	4	0.000000000000e+00	1.141286312223e-09
4	5	0.000000000000e+00	1.598825943004e-09
4	6	0.000000000000e+00	2.111131483314e-09
4	7	0.000000000000e+00	2.340329589749e-09
4	8	0.000000000000e+00	1.821638042294e-09
4	9	0.000000000000e+00	9.249238712217e-10
4	10	0.000000000000e+00	5.064796676860e-10
4	11	0.000000000000e+00	9.249238712217e-10
4	12	0.000000000000e+00	1.821638042294e-09
4	13	0.000000000000e+00	2.340329589749e-09
4	14	0.000000000000e+00	2.111131483314e-09
4	15	0.000000000000e+00	1.598825943004e-09
4	16	0.000000000000e+00	1.141286312223e-09
4	17	0.000000000000e+00	7.753250407573e-10
4	18	0.000000000000e+00	4.802782209560e-10
4	19	0.000000000000e+00	2.296525971524e-10
4	20	0.000000000000e+00	0.000000000000e+00
5	0	0.000000000000e+00	0.000000000000e+00
5	1	0.000000000000e+00	2.517945518256e-10
5	2	0.000000000000e+00	5.296628843922e-10
5	3	0.000000000000e+00	8.677836732789e-10
5	4	0.000000000000e+00	1.321227090575e-09
5	5	0.000000000000e+00	1.993537357007e-09
5	6	1.295233040836e-09	3.110804286535e-09
5	7	4.055672815856e-09	3.965048147040e-09
5	8	4.046683340924e-09	2.783134231919e-09
5	9	2.264838405379e-09	4.915920977505e-10
5	10	2.928435977784e-09	-5.352328066840e-10
5	11	2.264838405379e-09	4.915920977505e-10
5	12	4.046683340924e-09	2.783134231919e-09
5	13	4.055672815856e-09	3.965048147040e-09
5	14	1.295233040836e-09	3.110804286535e-09
5	15	0.000000000000e+00	1.993537357007e-09
5	16	0.000000000000e+00	1.321227090575e-09
5	17	0.000000000000e+00	8.677836732789e-10
5	18	0.000000000000e+00	5.296628843922e-10
5	19	0.000000000000e+00	2.517945518256e-10
5	20	0.000000000000e+00	0.000000000000e+00
6	0	0.000000000000e+00	0.000000000000e+00
6	1	0.000000000000e+00	2.478627257578e-10
6	2	0.000000000000e+00	5.187950915084e-10
6	3	0.000000000000e+00	8.449196773909e-10
6	4	0.000000000000e+00	1.282301019793e-09
6	5	0.000000000000e+00	1.943292107913e-09
6	6	1.733863464192e-09	3.078267117941e-09
6	7	5.393800051736e-09	3.570251664102e-09
6	8	4.348997772844e-09	8.075752996681e-10
6	9	3.602489734942e-09	-3.471295310834e-09
6	10	0.000000000000e+00	-6.559031067707e-09
6	11	3.602489734942e-09	-3.471295310834e-09
6	12	4.348997772844e-09	8.075752996681e-10
6	13	5.393800051736e-09	3.570251664102e-09
